repo,issue_number,pr_number,issue_title,pr_title,drift_score,drift_quartile,phase3_drift_bucket,semantic_high_drift_probability,semantic_predicted_bucket,issue_url,pr_url
python/cpython,149122,149138,Segfault with async generator expressions,gh-149122: Fix segfault in compiler when certain builtin functions are passed a coroutine as arg,-1.8502357140458476,Q1 lowest drift,low_drift,0.3623474927819157,potential_low_drift,https://github.com/python/cpython/issues/149122,https://github.com/python/cpython/pull/149138
python/cpython,144538,144556,Update bundled pip to 26.0.1,gh-144538: Upgrade bundled pip to 26.0.1,-1.6530559432153735,Q1 lowest drift,low_drift,0.42800791879732253,potential_low_drift,https://github.com/python/cpython/issues/144538,https://github.com/python/cpython/pull/144556
python/cpython,135528,135820,Support more second-level domain names in http.cookiejar,gh-135528: Support more second-level domain names in http.cookiejar,0.0680624941012754,Q3,middle,0.6108239447078124,potential_high_drift,https://github.com/python/cpython/issues/135528,https://github.com/python/cpython/pull/135820
python/cpython,133346,133347,Theming support for _colorize,gh-133346: Make theming support in _colorize extensible,0.2986651706243911,Q3,middle,0.6555187344542541,potential_high_drift,https://github.com/python/cpython/issues/133346,https://github.com/python/cpython/pull/133347
python/cpython,140287,140288,The asyncio REPL interactive daemon thread doesn't handle `PYTHONSTARTUP` exceptions,gh-140287: Handle `PYTHONSTARTUP` script exceptions in the asyncio REPL,0.9584078120751452,Q4 highest drift,high_drift,0.5705962873937114,potential_high_drift,https://github.com/python/cpython/issues/140287,https://github.com/python/cpython/pull/140288
python/cpython,148829,148831,Implement PEP 661 Sentinel Values,gh-148829: Implement PEP 661,2.270165809689351,Q4 highest drift,high_drift,0.6638984228225392,potential_high_drift,https://github.com/python/cpython/issues/148829,https://github.com/python/cpython/pull/148831
python/cpython,145278,145279,Freeze modules used during startup,GH-145278: freeze encodings (partially) and linecache,0.59607530857696,Q3,middle,0.4785664394877586,potential_low_drift,https://github.com/python/cpython/issues/145278,https://github.com/python/cpython/pull/145279
python/cpython,149119,149120,`sentinel`: subclassing restriction not documented,gh-149119: docs: mention that sentinel does not support subclassing,-0.0089950130119982,Q3,middle,0.6469233442353584,potential_high_drift,https://github.com/python/cpython/issues/149119,https://github.com/python/cpython/pull/149120
python/cpython,126703,126865,"Use freelist for range object, iterator objects and other often used objects",gh-126868: Add freelist for compact int objects,2.2082475869032603,Q4 highest drift,high_drift,0.6427806047932539,potential_high_drift,https://github.com/python/cpython/issues/126703,https://github.com/python/cpython/pull/126865
python/cpython,107956,108033,Install a static installation description file as part of the Python installation,Improve the feature-proposal issue form,-0.8931600593827398,Q2,middle,0.578035529747803,potential_high_drift,https://github.com/python/cpython/issues/107956,https://github.com/python/cpython/pull/108033
python/cpython,148680,148682,annotationlib - evaluating forward references in STRING format can 'leak' internal names,gh-148680: Replace internal names with type_reprs of objects in string representations of ForwardRef,-0.3826638796858697,Q2,middle,0.603476351453875,potential_high_drift,https://github.com/python/cpython/issues/148680,https://github.com/python/cpython/pull/148682
python/cpython,137969,138075,annotationlib: `ref.evaluate(format=Format.FORWARDREF)` returns a ForwardRef with a copied `__globals__` that no longer updates,gh-137969: Fix evaluation of `ref.evaluate(format=Format.FORWARDREF)` objects,0.7784280939109973,Q4 highest drift,high_drift,0.6103181348013706,potential_high_drift,https://github.com/python/cpython/issues/137969,https://github.com/python/cpython/pull/138075
python/cpython,138764,138803,annotationlib - `call_annotate_function` should check `VALUE_WITH_FAKE_GLOBALS` is implemented before calling in a namespace with empty fake globals,gh-138764: annotationlib - Make `call_annotate_function` fallback to using `VALUE` annotations if both the requested format and `VALUE_WITH_FAKE_GLOBALS` are not implemented,0.6740412627876513,Q3,middle,0.5411405369027007,potential_high_drift,https://github.com/python/cpython/issues/138764,https://github.com/python/cpython/pull/138803
python/cpython,148618,148730,Crash (Sigsev) in JIT optimizer `_GUARD_LOAD_SUPER_ATTR_METHOD`,gh-148571: [JIT] Preserve family-head recorder layouts for specialized opcode families,-0.8962343201971229,Q1 lowest drift,low_drift,0.42024594658187103,potential_low_drift,https://github.com/python/cpython/issues/148618,https://github.com/python/cpython/pull/148730
python/cpython,148571,148730,JIT: stale `recorded_values` leak when specialized op deopts,gh-148571: [JIT] Preserve family-head recorder layouts for specialized opcode families,1.115373217444399,Q4 highest drift,high_drift,0.5381383575258011,potential_high_drift,https://github.com/python/cpython/issues/148571,https://github.com/python/cpython/pull/148730
python/cpython,83065,137196,__import__ is not thread-safe on Python 3,GH-83065: Fix import deadlock by implementing hierarchical module locking,-1.3291796267965452,Q1 lowest drift,low_drift,0.426935679159232,potential_low_drift,https://github.com/python/cpython/issues/83065,https://github.com/python/cpython/pull/137196
python/cpython,137897,137608,Deprecate the `-R` option,gh-89905: Correct `-R` option doc,0.7761275543718815,Q4 highest drift,high_drift,0.6193628554143085,potential_high_drift,https://github.com/python/cpython/issues/137897,https://github.com/python/cpython/pull/137608
python/cpython,125862,136212,Improve `contextlib.ContextDecorator` support for generators and async functions,gh-125862: Context decorator support for generators and async functions,1.6466183475276537,Q4 highest drift,high_drift,0.6226014565894655,potential_high_drift,https://github.com/python/cpython/issues/125862,https://github.com/python/cpython/pull/136212
python/cpython,149035,149036,Modernize legacy Python patterns and outdated syntax in documentation,gh-149035: Modernize legacy Python patterns in `Doc/tutorial/stdlib2.rst`,0.416560693774911,Q3,middle,0.6519037268618808,potential_high_drift,https://github.com/python/cpython/issues/149035,https://github.com/python/cpython/pull/149036
python/cpython,137600,137601,Promote `ast` node constructor deprecation warnings to errors,gh-137600: Promote `ast` node constructor deprecation warnings to errors,2.0100984369450647,Q4 highest drift,high_drift,0.5916263644764019,potential_high_drift,https://github.com/python/cpython/issues/137600,https://github.com/python/cpython/pull/137601
python/cpython,148868,148869,Add additional tests for isinf() function in cmath library,gh-148868: Increase test coverage for `cmath.isinf`,-0.7704834565315948,Q2,middle,0.5928145922712273,potential_high_drift,https://github.com/python/cpython/issues/148868,https://github.com/python/cpython/pull/148869
python/cpython,108951,123837,Add an `asyncio.TaskGroup.cancel` method,gh-108951: document how to terminate an `asyncio.TaskGroup`,1.954014649316091,Q4 highest drift,high_drift,0.6758701392526073,potential_high_drift,https://github.com/python/cpython/issues/108951,https://github.com/python/cpython/pull/123837
python/cpython,148991,148992,Add colour to `tokenize` CLI output,gh-148991: Add colour to `tokenize` CLI output,3.3860311461484427,Q4 highest drift,high_drift,0.7354820759410134,potential_high_drift,https://github.com/python/cpython/issues/148991,https://github.com/python/cpython/pull/148992
python/cpython,148588,148590,Document `__lazy_modules__`,gh-148588: Document `__lazy_modules__`,2.4747039978825205,Q4 highest drift,high_drift,0.6862780089019402,potential_high_drift,https://github.com/python/cpython/issues/148588,https://github.com/python/cpython/pull/148590
python/cpython,146455,146456,Performance regression: O(N²) compile time for large constant tuples after const folding moved to CFG,gh-146455: Fix O(N²) in add_const() after constant folding moved to CFG,-1.6633362329450485,Q1 lowest drift,low_drift,0.48240469053866225,potential_low_drift,https://github.com/python/cpython/issues/146455,https://github.com/python/cpython/pull/146456
python/cpython,60191,19211,Provide a way to compare AST nodes for equality recursively,gh-60191: Implement ast.compare,0.0895279100910296,Q3,middle,0.7030044645423398,potential_high_drift,https://github.com/python/cpython/issues/60191,https://github.com/python/cpython/pull/19211
python/cpython,148981,148982,Add colour to `ast.dump` output,gh-148981: Add color to `ast.dump`,2.685642426288183,Q4 highest drift,high_drift,0.7304354120106907,potential_high_drift,https://github.com/python/cpython/issues/148981,https://github.com/python/cpython/pull/148982
python/cpython,105936,144021,dataclasses: frozen dataclasses with slots' `__setattr__` and `__delattr__` does not work.,gh-105936: Properly update closure cells for `__setattr__` and `__delattr__` in frozen dataclasses with slots,-1.5228859709862854,Q1 lowest drift,low_drift,0.397549257974226,potential_low_drift,https://github.com/python/cpython/issues/105936,https://github.com/python/cpython/pull/144021
python/cpython,141473,141477,subprocess.Popen.communicate does not send input,gh-141473: Fix subprocess.Popen.communicate to send input to stdin upon a subsequent post-timeout call,-1.012577987055773,Q1 lowest drift,low_drift,0.4498940962780725,potential_low_drift,https://github.com/python/cpython/issues/141473,https://github.com/python/cpython/pull/141477
python/cpython,146311,146312,binascii base64 & base32 decode ignore excess padding bits in their input,"gh-146311: Reject non-canonical padding bits in base32, 64, & 85 decoding",0.0239319388848227,Q3,middle,0.4440721122306659,potential_low_drift,https://github.com/python/cpython/issues/146311,https://github.com/python/cpython/pull/146312
python/cpython,148989,148990,"`_remote_debugging`: dead code, unnecessary gc state read","gh-148989: `_remote_debugging`: Remove dead code, unnecessary gc state read",-1.0045191466906038,Q1 lowest drift,low_drift,0.5588621087430687,potential_high_drift,https://github.com/python/cpython/issues/148989,https://github.com/python/cpython/pull/148990
python/cpython,148973,148974,_testinternalcapi: optimize_cfg / compiler_codegen const table mismatches cause crashes,gh-148973: fix segfault on mismatch between consts size and oparg in compiler,-1.419849861451347,Q1 lowest drift,low_drift,0.39011531372152636,potential_low_drift,https://github.com/python/cpython/issues/148973,https://github.com/python/cpython/pull/148974
python/cpython,148947,148476,dataclass(slots=True) fails if method has an empty `__class__` cell,[3.13] gh-105936: Properly update closure cells for __setattr__ and __delattr__ in frozen dataclasses with slots (GH-144021),-0.7365031940717522,Q2,middle,0.5043241454219336,potential_high_drift,https://github.com/python/cpython/issues/148947,https://github.com/python/cpython/pull/148476
python/cpython,134690,134691,Remove deprecated `co_lnotab` from `CodeType`,gh-134690: Removed deprecated `codetype.co_lnotab`,1.3065217309962889,Q4 highest drift,high_drift,0.6427087936044624,potential_high_drift,https://github.com/python/cpython/issues/134690,https://github.com/python/cpython/pull/134691
python/cpython,145105,145106,`_csv.reader`: NULL deref via re-entrant iterator,gh-145105: Fix crash in csv.reader with re-entrant iterator,-2.5012534544146727,Q1 lowest drift,low_drift,0.3554747366171826,potential_low_drift,https://github.com/python/cpython/issues/145105,https://github.com/python/cpython/pull/145106
python/cpython,148735,148738,UAF in `Element.findtext()` when tag `__eq__` mutates parent,gh-148735: Fix a UAF in `Element.findtext()`,-1.8307176085341648,Q1 lowest drift,low_drift,0.46337020922645067,potential_low_drift,https://github.com/python/cpython/issues/148735,https://github.com/python/cpython/pull/148738
python/cpython,148252,148253,_remote_debugging: prevent 32-bit integer overflow when decoding stack data from .pyb files,gh-148252: Fix stack depth calculation in binary reader on 32-bit platforms,-0.3739911780605961,Q2,middle,0.48290598821265845,potential_low_drift,https://github.com/python/cpython/issues/148252,https://github.com/python/cpython/pull/148253
python/cpython,145239,148566,Specialize `match` syntax error for unary addition in pattern,gh-145239: Accept unary plus literal pattern,1.7713585749160177,Q4 highest drift,high_drift,0.5876137129628896,potential_high_drift,https://github.com/python/cpython/issues/145239,https://github.com/python/cpython/pull/148566
python/cpython,140727,142373,Document new profiling package and restructure the profiler docs according to PEP 799,gh-140727: Restructure profiling documentation for PEP 799,2.699617613914656,Q4 highest drift,high_drift,0.601632026542344,potential_high_drift,https://github.com/python/cpython/issues/140727,https://github.com/python/cpython/pull/142373
python/cpython,135228,136893,3.14 regression: slot dataclasses classes leak original class,"gh-135228: When @dataclass(slots=True) replaces a dataclass, make the original class collectible",0.2759585450990469,Q3,middle,0.486863229356656,potential_low_drift,https://github.com/python/cpython/issues/135228,https://github.com/python/cpython/pull/136893
python/cpython,141370,141439,Undefined behavior in `Py_ABS()` macro with `LLONG_MIN`,gh-141370: document undefined behavior of Py_ABS(),0.7761275543718815,Q4 highest drift,high_drift,0.5705678661507239,potential_high_drift,https://github.com/python/cpython/issues/141370,https://github.com/python/cpython/pull/141439
python/cpython,148883,148882,Docs: grammar in Counter dictionary methods note is slightly unclear,gh-148883: Docs: clarify grammar in Counter dictionary methods note,-0.0089950130119982,Q3,middle,0.6237498330405402,potential_high_drift,https://github.com/python/cpython/issues/148883,https://github.com/python/cpython/pull/148882
python/cpython,132631,132632,"JSON CLI: I/O operation on closed file"" when parsing JSON Lines file","gh-132631: Fix ""I/O operation on closed file"" when parsing JSON Lines file",0.1101327984231875,Q3,middle,0.5622680309575999,potential_high_drift,https://github.com/python/cpython/issues/132631,https://github.com/python/cpython/pull/132632
python/cpython,113956,148886,`_Py_SetImmortal` must be run on allocating thread (no-gil),gh-113956: Make intern_common thread-safe in free-threaded build,-0.8595998524045685,Q2,middle,0.5031241609691381,potential_high_drift,https://github.com/python/cpython/issues/113956,https://github.com/python/cpython/pull/148886
python/cpython,148484,148523,incomplete fix for memory leak in array.array,gh-148484: Fix memory leak of iterator in array.array constructor,-1.7291516708816657,Q1 lowest drift,low_drift,0.4349442610380434,potential_low_drift,https://github.com/python/cpython/issues/148484,https://github.com/python/cpython/pull/148523
python/cpython,148464,148485,"`__ctype_{be,le}__` attributes missing for `ctypes.c_*_complex` types",gh-148464: Add missing ``__ctype_le/be__`` attributes for complex types in the ctype module,1.2971769487296936,Q4 highest drift,high_drift,0.541361810630598,potential_high_drift,https://github.com/python/cpython/issues/148464,https://github.com/python/cpython/pull/148485
python/cpython,148907,145925,performance regression in `PyType_GetModuleByDef` on free-threaded build,"gh-145921: Add ""_DuringGC"" functions for tp_traverse",2.253464468510143,Q4 highest drift,high_drift,0.4791809626493701,potential_low_drift,https://github.com/python/cpython/issues/148907,https://github.com/python/cpython/pull/145925
python/cpython,148267,148302,"PEP 803: `Py_GIL_DISABLED` is tested prior to setting, in `patchlevel.h`","gh-146636: Improve ABI/feature selection, add new header for it",-0.3009704602032316,Q2,middle,0.5143962188632794,potential_high_drift,https://github.com/python/cpython/issues/148267,https://github.com/python/cpython/pull/148302
python/cpython,148892,148893,Docs: free-threaded extension guide refers to deprecated cibuildwheel option,gh-148892: Drop mention of deprecated cibuildwheel option,0.9079779231493672,Q4 highest drift,high_drift,0.6237945692087443,potential_high_drift,https://github.com/python/cpython/issues/148892,https://github.com/python/cpython/pull/148893
python/cpython,148207,148212,add variance support to `TypeVarTuple`,gh-148207: add additional keywords to `typing.TypeVarTuple`,2.2143854921181614,Q4 highest drift,high_drift,0.6626624017996225,potential_high_drift,https://github.com/python/cpython/issues/148207,https://github.com/python/cpython/pull/148212
python/cpython,119180,119209,Implement PEP 649 and PEP 749,gh-119180: PEP 649: Add __annotate__ attributes,1.90473820828322,Q4 highest drift,high_drift,0.6559549629181476,potential_high_drift,https://github.com/python/cpython/issues/119180,https://github.com/python/cpython/pull/119209
python/cpython,142965,143316,Incorrect docs for `typing.Concatenate`,gh-142965: Fix Concatenate documentation to reflect valid use cases,-0.6149989638898261,Q2,middle,0.5918202093483951,potential_high_drift,https://github.com/python/cpython/issues/142965,https://github.com/python/cpython/pull/143316
python/cpython,145194,145198,"The ""re"" library's demonstration of writing a tokenizer has wrong typing",gh-145194: Fix typing in re tokenizer example,-0.6795308588925055,Q2,middle,0.6009539098673811,potential_high_drift,https://github.com/python/cpython/issues/145194,https://github.com/python/cpython/pull/145198
python/cpython,148186,148463,"Docs: problem with page ""unittest — Unit testing framework""",gh-148186: Improve `assertCountEqual` description in docs.,0.8516038983091498,Q4 highest drift,high_drift,0.6100396740165225,potential_high_drift,https://github.com/python/cpython/issues/148186,https://github.com/python/cpython/pull/148463
python/cpython,142495,142668,defaultdict.__missing__ has data races,gh-142495: make `defaultdict` keep existed value when racing with `__missing__`,-1.17969986816534,Q1 lowest drift,low_drift,0.5632902398947549,potential_high_drift,https://github.com/python/cpython/issues/142495,https://github.com/python/cpython/pull/142668
python/cpython,148820,148852,_PySemaphore_Wakeup: parking_lot: ReleaseSemaphore failed,gh-148820: Fix _PyRawMutex use-after-free on spurious semaphore wakeup,-1.2086842182081456,Q1 lowest drift,low_drift,0.4330997888511549,potential_low_drift,https://github.com/python/cpython/issues/148820,https://github.com/python/cpython/pull/148852
python/cpython,146031,146032,Specialization never occurs with custom eval frame evaluator,gh-146031: Allow keeping specialization enabled when specifying eval frame function,1.696612716872946,Q4 highest drift,high_drift,0.6175147518817341,potential_high_drift,https://github.com/python/cpython/issues/146031,https://github.com/python/cpython/pull/146032
python/cpython,148858,148859,Remove duplicated recipe.yaml files in Tools/pixi-packages,gh-148858: Remove duplicated recipe.yaml files in Tools/pixi-packages,1.73350338173302,Q4 highest drift,high_drift,0.6712678340089331,potential_high_drift,https://github.com/python/cpython/issues/148858,https://github.com/python/cpython/pull/148859
python/cpython,123853,123901,`locale.windows_locale`: Incorrect Windows locale for Cambodian,gh-123853: Update locale.windows_locale,0.6366345003905781,Q3,middle,0.535525369867655,potential_high_drift,https://github.com/python/cpython/issues/123853,https://github.com/python/cpython/pull/123901
nodejs/node,62787,63006,Nightly macos15-release-pkg builds failing to build libffi,deps: fix libffi macos build,-0.5649441373891335,Q2,middle,0.4743377474316631,potential_low_drift,https://github.com/nodejs/node/issues/62787,https://github.com/nodejs/node/pull/63006
nodejs/node,62767,62770,"Crash in '{using x=null, {}=null;}'",src: fix crash in GetErrorSource() for invalid using syntax,-2.5010753310933875,Q1 lowest drift,low_drift,0.3004003358652996,potential_low_drift,https://github.com/nodejs/node/issues/62767,https://github.com/nodejs/node/pull/62770
nodejs/node,62275,62368,Watch mode not triggered by worker module and dependencies,watch: track worker thread entry files in --watch mode,-0.5602695025067157,Q2,middle,0.49952893421432853,potential_low_drift,https://github.com/nodejs/node/issues/62275,https://github.com/nodejs/node/pull/62368
nodejs/node,63007,55287,SECURITY: Ghost Bits Vulnerability in Node.js Standard Library,build: fix make errors that occur in Makefile,-3.247087520911164,Q1 lowest drift,low_drift,0.4353792227486452,potential_low_drift,https://github.com/nodejs/node/issues/63007,https://github.com/nodejs/node/pull/55287
nodejs/node,54162,49780,Buffer.from offsets,inspector: simplify dispatchProtocolMessage,0.317244401910514,Q3,middle,0.5079146909259683,potential_high_drift,https://github.com/nodejs/node/issues/54162,https://github.com/nodejs/node/pull/49780
nodejs/node,62577,62668,Requiring `Signed-off-by` moving forward,doc: clarify Backport-PR-URL metadata added automatically,0.1055917084913737,Q3,middle,0.6000226915492296,potential_high_drift,https://github.com/nodejs/node/issues/62577,https://github.com/nodejs/node/pull/62668
nodejs/node,56312,50786,Segmentation fault while terminating worker,test: replace foreach test-stream-pipe-unpipe-stream.js,-2.421067182388887,Q1 lowest drift,low_drift,0.40019143766844123,potential_low_drift,https://github.com/nodejs/node/issues/56312,https://github.com/nodejs/node/pull/50786
nodejs/node,60088,60428,`parallel/test-tls-ocsp-callback` fails with OpenSSL 3.6.0,tools: pin OpenSSL to 3.5.4 on test-shared workflow,0.1544692264709475,Q3,middle,0.4635293994853818,potential_low_drift,https://github.com/nodejs/node/issues/60088,https://github.com/nodejs/node/pull/60428
nodejs/node,55735,49741,Pointer Compression and Isolate Groups,fs: adjust typecheck for `type` in `fs.symlink()`,-1.298529453091953,Q1 lowest drift,low_drift,0.4828194286928908,potential_low_drift,https://github.com/nodejs/node/issues/55735,https://github.com/nodejs/node/pull/49741
nodejs/node,56973,51244,Objects randomly become number when iterating over arrays,vm: support using the default loader to handle dynamic import(),1.720003185191131,Q4 highest drift,high_drift,0.5099419268307958,potential_high_drift,https://github.com/nodejs/node/issues/56973,https://github.com/nodejs/node/pull/51244
nodejs/node,62861,62863,"""async"" argon2 freezes the main event loop",crypto: remove Argon2 KDF derivation from its job setup,-0.6785597975072867,Q2,middle,0.4474762098222036,potential_low_drift,https://github.com/nodejs/node/issues/62861,https://github.com/nodejs/node/pull/62863
nodejs/node,56248,62881,fs.promises.copyFile and fs.copyFileSync fails on Node 22.12 and 23.4 with EPERM: operation not permitted when copying from local disk to a mounted cifs share on alpine,deps: cherry-pick libuv/libuv@439a54b,-1.865118058011752,Q1 lowest drift,low_drift,0.5907284746641936,potential_high_drift,https://github.com/nodejs/node/issues/56248,https://github.com/nodejs/node/pull/62881
nodejs/node,62899,62902,Key usages should be an unique set,crypto: deduplicate and canonicalize CryptoKey usages,3.5702840889780374,Q4 highest drift,high_drift,0.6050314408980924,potential_high_drift,https://github.com/nodejs/node/issues/62899,https://github.com/nodejs/node/pull/62902
nodejs/node,62873,62390,OOB read in `Buffer.prototype.indexOf`,buffer: add end parameter,1.3329657827533303,Q4 highest drift,high_drift,0.5223604689126343,potential_high_drift,https://github.com/nodejs/node/issues/62873,https://github.com/nodejs/node/pull/62390
nodejs/node,59994,53612,"Add Promise-based closed(), exited(), and succeeded() to ChildProcess",benchmark: add cpSync benchmark,-0.2130773809671998,Q2,middle,0.5600651908896997,potential_high_drift,https://github.com/nodejs/node/issues/59994,https://github.com/nodejs/node/pull/53612
nodejs/node,62815,62820,MockTimers does not implement Timeout API correctl,test_runner: align MockTimers timeout API,-0.5917742614027819,Q2,middle,0.4882126297038271,potential_low_drift,https://github.com/nodejs/node/issues/62815,https://github.com/nodejs/node/pull/62820
nodejs/node,62874,62875,Hard crash in generateKeyPair on bad `type`,crypto: reject inherited key type names,-0.9850150120128134,Q1 lowest drift,low_drift,0.3609195200258468,potential_low_drift,https://github.com/nodejs/node/issues/62874,https://github.com/nodejs/node/pull/62875
nodejs/node,62908,55249,24.x PPA missing 24.15.0,"build,win: enable pch for clang-cl",-1.2606811928277797,Q1 lowest drift,low_drift,0.5673231113396607,potential_high_drift,https://github.com/nodejs/node/issues/62908,https://github.com/nodejs/node/pull/55249
nodejs/node,59933,53522,Use `C:/` path searching in windows over `C:\`,deps: V8: cherry-pick 9ebca66a5740,5.542984201164404,Q4 highest drift,high_drift,0.5478293574476343,potential_high_drift,https://github.com/nodejs/node/issues/59933,https://github.com/nodejs/node/pull/53522
nodejs/node,14662,62925,Consider redirection from nodejs/node-v0.x-archive,ffi: support Symbol.dispose on DynamicLibrary,0.4354848895506773,Q3,middle,0.5468423954985914,potential_high_drift,https://github.com/nodejs/node/issues/14662,https://github.com/nodejs/node/pull/62925
nodejs/node,62385,62388,`make test-only` should not depend on doc-kit,build: make test-addons dependency-free,1.952707300171337,Q4 highest drift,high_drift,0.5324447439316085,potential_high_drift,https://github.com/nodejs/node/issues/62385,https://github.com/nodejs/node/pull/62388
nodejs/node,62809,62832,Add a check to not allow `addTrailers` on an already ended http reply,http: reject addTrailers after finish,0.3415796112462148,Q3,middle,0.49825391176425027,potential_low_drift,https://github.com/nodejs/node/issues/62809,https://github.com/nodejs/node/pull/62832
nodejs/node,44240,43241,'imports' alias syntax to restrictive,tools: update clang-format 1.7.0 to 1.8.0,-0.1131786191679191,Q2,middle,0.5512889716757858,potential_high_drift,https://github.com/nodejs/node/issues/44240,https://github.com/nodejs/node/pull/43241
nodejs/node,62642,55006,Build failure on RISC-V64 in Node.js v24.14.0,test: remove interval and give more time to unsync,-0.9360169408470852,Q1 lowest drift,low_drift,0.45906559828195675,potential_low_drift,https://github.com/nodejs/node/issues/62642,https://github.com/nodejs/node/pull/55006
